1,1,1,27,7,27,1,1,1,108,16,13,13,13,13,13,2,2,2,2,1,1,1,1,1,1,1,1,1,18,232,2,2,1,2,11,19,258,275,7,20,300,9,1,1,3,12,1,1,1,2,24,10,1,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,29,5,29,1,1,1,92,16,13,13,13,13,13,2,2,2,2,1,1,1,1,1,1,1,1,1,18,242,78,61,3,6,11,7,272,288,7,20,301,115,80,3,10,12,1,1,1,2,10,36,1,14,2,25,4,3,2,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,30,6,30,1,1,1,96,16,13,13,13,13,13,2,2,2,2,1,1,1,1,1,1,1,1,1,18,243,20,9,1,1,11,14,273,273,32,20,302,59,31,3,7,12,1,1,1,2,13,97,1,14,2,2,4,27,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,4,4,4,1,1,1,27,16,13,13,13,13,13,2,2,2,2,1,1,1,1,1,1,1,1,1,18,149,102,85,3,13,11,51,37,289,2,20,54,120,85,3,12,12,1,1,1,2,107,13,1,14,2,2,27,12,2,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,5,1,5,1,1,1,78,16,13,13,13,13,13,2,2,2,2,1,1,1,1,1,1,1,1,1,18,240,18,7,3,6,11,40,271,290,15,20,303,77,47,3,10,12,1,1,1,2,51,97,1,14,2,2,28,29,2,35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,6,2,6,1,1,1,27,16,13,13,13,13,13,2,2,2,2,1,1,1,1,1,1,1,1,1,18,244,47,33,3,4,11,19,274,203,10,20,304,10,5,1,6,12,1,1,1,2,11,97,1,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,7,3,7,1,1,1,111,16,13,13,13,13,13,2,2,2,2,1,1,1,1,1,1,1,1,1,18,243,20,9,1,1,11,15,275,273,33,20,212,21,10,1,6,12,1,1,1,2,19,50,1,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,28,7,28,1,1,1,14,16,13,13,13,13,13,2,2,2,2,1,1,1,1,1,1,1,1,1,18,245,3,3,1,1,11,21,274,291,1,20,286,17,7,1,6,12,1,1,1,2,29,14,1,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,31,5,31,1,1,1,78,16,13,13,13,13,13,2,2,2,2,1,1,1,1,1,1,1,1,1,18,226,6,2,1,2,11,14,276,292,8,20,285,14,1,1,1,12,1,1,1,2,10,9,1,14,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,1,1,8,3,8,1,1,1,27,17,14,14,14,14,14,7,7,7,7,1,1,1,1,1,1,1,1,1,11,141,5,2,1,2,6,9,156,293,5,21,305,30,1,1,1,9,1,1,1,13,108,98,1,15,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
