43,2,842,3,3,6,3,0,0,1,1,0,0,0,1
51,2,843,7,7,2,0,0,0,1,1,0,16,0,0
34,1,844,1,1,1,5,1,0,0,1,0,4,0,0
51,2,845,0,0,0,3,0,0,1,1,0,0,0,0
25,0,846,9,9,2,3,3,0,0,1,0,4,0,1
14,2,847,1,1,0,7,3,0,0,1,0,0,0,0
14,4,848,1,1,0,0,3,0,1,1,0,0,0,0
19,2,849,1,1,1,4,1,0,0,1,0,0,0,1
14,2,850,0,0,0,3,3,0,1,1,0,0,0,0
6,2,851,0,0,0,1,0,0,1,1,0,23,0,1
32,2,852,2,2,0,0,3,0,1,1,0,9,0,0
16,2,853,1,1,1,8,1,0,0,1,0,0,5,0
25,2,854,2,2,1,1,1,0,0,1,0,4,0,0
4,6,855,5,5,1,1,1,0,0,1,0,20,0,0
39,2,856,1,1,1,9,1,0,0,1,0,0,0,0
27,2,857,5,5,0,5,0,0,1,1,0,12,0,0
26,2,858,12,12,0,2,0,0,0,1,0,0,0,0
41,2,669,2,2,0,5,3,0,0,1,0,25,0,0
0,2,859,5,5,1,8,1,0,0,1,0,4,0,1
31,1,860,0,0,4,3,3,0,0,1,0,0,0,0
29,2,861,0,0,1,1,1,0,0,1,0,0,0,1
27,2,862,5,5,0,7,3,0,0,1,0,4,0,0
46,1,863,3,3,1,5,1,0,0,32,0,0,0,1
49,1,864,0,0,1,5,1,2,0,1,19,0,28,1
42,2,865,11,11,2,4,4,1,0,1,0,13,0,0
30,2,866,0,0,1,1,1,0,0,1,0,8,0,1
11,2,867,1,1,0,2,4,1,1,1,0,54,0,0
2,2,868,7,7,2,0,4,0,1,1,0,0,0,0
0,2,869,1,1,1,7,1,0,0,1,0,0,0,1
21,2,870,1,1,0,0,0,0,1,1,0,6,0,0
6,2,871,4,4,2,9,0,0,1,1,0,0,0,0
12,2,872,0,0,1,0,5,0,0,1,0,0,13,1
37,2,873,1,1,1,6,1,0,0,1,0,20,0,0
2,2,874,0,0,1,5,1,0,0,1,0,4,0,1
39,2,875,5,5,1,6,2,0,1,1,0,8,0,0
58,5,876,5,5,1,11,1,0,0,1,0,12,0,0
11,2,877,0,0,0,1,3,0,0,1,0,25,0,0
39,6,878,5,5,1,6,1,0,0,1,0,8,4,0
17,1,879,1,1,1,5,1,1,0,1,0,0,0,0
31,2,880,7,7,2,10,0,0,1,0,0,3,0,0
25,5,881,5,5,2,11,4,1,1,1,0,6,0,0
18,1,882,0,0,0,1,0,0,0,1,0,0,0,0
4,2,883,7,7,1,0,2,2,1,1,0,0,3,0
5,2,884,0,0,1,3,1,0,0,8,0,4,0,1
9,1,885,10,10,1,8,1,0,0,1,0,31,0,1
13,2,886,3,3,1,3,1,0,0,1,0,0,0,0
33,2,887,5,5,2,5,3,0,0,1,0,16,0,0
24,2,888,0,0,0,1,3,0,1,1,0,4,0,0
10,2,889,0,0,1,1,1,0,0,1,0,3,0,1
4,2,890,1,1,1,10,1,0,0,1,0,0,0,0
