12488,0,0,0,36,0,0,0,0,2935,1,30,0,1096,3713,1171,0,4751,3510,406,1,2887,0,4079,0,2
12489,0,0,0,2,0,0,0,0,0,1,2,0,2,3714,1,0,3,0,1,1,2,0,0,0,2
12490,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
12491,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,4752,0,1,1,2,0,0,0,2
12492,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
12493,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
12494,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
12495,0,0,0,2809,0,0,0,0,0,1,1597,0,1862,0,197,0,4753,0,1,1,162,0,0,0,2551
12496,0,0,0,87,0,0,0,0,0,41,21,0,1,0,74,0,4754,3511,2252,902,749,0,4080,0,233
12497,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
