20770,0,0,0,1468,0,0,0,0,4846,8,7,0,2703,6104,147,0,7719,5807,519,13,4476,0,6714,0,4006
20771,0,0,0,4022,0,0,0,0,4847,18,452,0,2178,6105,108,0,7720,0,3307,23,4477,0,6715,0,2
20772,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
20773,0,0,0,2396,1796,0,0,0,0,0,2,0,2704,0,1,0,7721,5808,1,1402,489,0,6716,0,4007
20774,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
20775,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,4008
20776,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
20777,0,0,0,1491,0,0,0,0,0,1,394,0,104,6106,210,0,7722,0,1,37,630,0,6717,0,4009
20778,0,0,0,4023,1797,0,0,0,0,61,2308,0,648,6107,202,0,7723,5809,3308,115,3517,0,6718,0,1657
20779,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
