14814,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,823,3,0,1,1,2,0,0,0,2
14815,0,1261,0,3189,0,0,0,0,3487,1,223,0,2123,0,46,0,5640,0,1,1,319,0,0,0,3000
14816,0,0,0,2,0,0,0,0,3488,1249,1815,0,820,0,9,0,3,267,1,1055,63,0,4852,0,2
14817,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
14818,0,1262,0,3190,0,0,0,270,0,1,18,0,27,4437,250,0,796,4179,1,1,3369,0,4853,0,2
14819,0,0,0,3191,0,0,0,271,892,340,1816,0,48,4438,85,0,5641,4180,1,1,3370,0,4854,0,2
14820,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
14821,0,0,0,2,0,0,0,0,0,1,2,0,2,0,1,0,3,0,1,1,2,0,0,0,2
14822,0,0,0,3192,0,0,0,0,0,1,2,0,2,4439,1,0,5642,4181,1,1,2,0,4855,0,2
14823,0,0,0,3193,0,0,0,0,0,920,1817,0,116,4440,76,0,5643,0,2578,1056,3371,0,4856,0,3001
