33,2,2422,0,0,1,0,1,2,0,1,0,0,4,1
33,5,2423,1,1,1,11,1,0,0,59,0,0,4,0
31,2,2424,5,5,1,7,1,0,0,1,0,3,0,1
37,2,2425,2,2,0,2,5,1,0,1,0,0,0,0
15,2,2426,15,15,1,4,2,0,1,1,0,0,0,0
49,2,2427,0,0,1,1,1,0,0,3,0,8,0,1
4,2,2428,1,1,0,4,3,1,1,1,0,0,4,0
18,2,2429,0,0,1,6,1,0,0,1,0,0,0,0
35,1,2430,5,5,1,6,1,0,0,1,0,8,0,1
17,5,2077,3,3,0,11,0,0,1,1,0,0,0,0
34,2,2431,7,7,1,6,1,0,0,1,0,0,0,0
7,2,2432,7,7,4,4,4,0,1,1,0,7,0,0
55,2,2161,8,8,1,9,1,0,0,1,0,0,0,0
16,2,2433,7,7,2,9,0,0,0,1,0,0,0,0
30,4,2434,1,1,2,3,4,2,1,1,0,0,0,0
14,2,2435,0,0,0,1,5,0,1,1,16,3,0,0
33,1,2436,0,0,1,1,1,0,0,1,0,6,0,0
6,3,2437,3,3,0,1,0,0,0,1,0,23,0,1
26,2,2438,5,5,0,4,0,0,1,1,0,13,0,0
22,2,2439,5,5,0,4,0,0,1,1,0,13,0,0
32,4,2440,15,15,0,12,3,0,0,1,0,0,0,0
37,2,2441,5,5,0,5,0,1,0,1,0,0,0,0
14,1,2442,1,1,1,6,1,0,0,1,0,4,0,0
2,2,2443,5,5,2,0,4,0,1,1,0,0,0,0
27,2,2444,1,1,0,0,0,0,0,1,0,0,0,0
14,2,2445,5,5,0,5,0,0,0,1,0,31,0,0
33,2,2446,1,1,1,9,1,0,0,1,0,4,0,1
37,3,2447,1,1,4,1,4,1,1,1,0,0,0,0
58,2,2448,7,7,6,0,4,0,1,1,0,39,0,0
14,2,2449,5,5,1,0,1,1,0,1,0,0,0,1
15,2,2450,5,5,3,5,0,0,0,1,0,4,0,0
17,2,2451,1,1,6,9,4,0,0,60,0,0,0,0
21,5,2452,5,5,0,11,3,0,1,1,0,7,0,0
18,2,2453,1,1,2,5,0,0,1,1,0,4,0,0
27,2,2454,5,5,1,7,1,0,0,1,0,20,0,1
51,2,2455,5,5,0,0,3,2,1,1,0,7,0,0
19,4,2456,7,7,2,0,0,0,1,1,0,0,0,0
16,2,2457,9,9,3,3,0,0,1,1,0,0,4,0
22,2,2458,5,5,0,4,3,0,1,1,0,0,0,0
30,2,2459,1,1,1,8,1,0,0,1,0,0,0,0
49,2,2460,5,5,1,5,1,0,0,1,0,0,0,0
37,2,2461,1,1,0,0,4,4,1,1,0,0,0,0
35,2,2462,1,1,1,1,1,0,0,1,0,0,0,0
15,2,2463,5,5,0,8,3,0,0,1,0,8,0,0
42,2,2464,0,0,1,5,1,0,0,1,0,4,0,1
24,4,2465,5,5,0,3,0,0,1,1,0,49,0,0
50,0,2466,9,9,1,3,1,2,0,10,0,0,3,0
16,2,2467,5,5,1,0,2,0,1,10,0,12,0,0
0,2,2468,7,7,1,0,2,0,1,1,0,9,0,1
13,2,2469,4,4,0,9,4,1,1,1,0,0,22,0
34,2,2470,1,1,2,1,0,0,0,1,0,3,0,0
17,3,2471,1,1,0,0,4,0,1,1,0,9,0,0
21,2,2472,5,5,0,5,3,1,0,1,0,6,0,0
27,2,862,1,1,1,0,1,0,0,1,0,0,0,0
3,5,2473,1,1,1,11,1,0,0,1,0,0,0,0
27,0,2474,3,3,0,3,0,0,0,1,0,1,0,0
31,1,2475,1,1,0,8,3,0,0,1,0,31,0,0
20,6,2476,5,5,1,1,1,0,0,8,0,4,0,1
17,5,2477,1,1,1,11,1,0,0,1,0,0,0,1
26,5,2478,5,5,0,11,0,0,1,1,0,6,0,0
14,2,2479,4,4,4,6,0,0,0,1,0,0,4,0
20,2,2480,2,2,2,9,0,0,1,1,0,0,0,0
14,2,2481,0,0,1,3,1,0,0,8,0,4,0,1
21,2,2482,12,12,0,5,4,1,1,1,0,0,0,0
12,6,816,1,1,1,5,1,0,0,1,0,31,0,1
25,2,2483,1,1,2,0,4,0,1,1,0,10,0,0
38,5,2484,3,3,1,11,1,1,0,1,0,0,0,1
33,2,1764,1,1,1,7,1,0,0,1,0,13,0,0
