12,2,20082,1,1,2,2,0,0,0,1,0,0,0,0
8,1,20083,5,5,1,6,1,0,0,1,0,8,0,0
0,2,20084,1,1,0,9,0,1,0,1,0,0,0,0
37,2,9123,3,3,0,1,3,0,1,1,0,0,0,0
23,0,20085,3,3,0,0,0,1,0,1,0,14,0,0
24,5,20086,1,1,2,11,5,1,1,1,0,0,0,0
8,2,20087,0,0,0,6,0,2,0,1,0,0,37,0
58,2,20088,1,1,2,1,0,0,1,1,0,0,0,0
23,2,8413,0,0,1,1,1,0,0,1,0,4,0,1
4,0,11949,5,5,4,0,4,0,1,1,0,4,0,0
11,2,20089,0,0,0,5,3,0,1,1,0,0,0,0
1,2,6594,1,1,1,6,1,0,0,1,0,11,0,1
39,2,13036,15,15,1,12,1,0,0,1,0,0,0,0
24,5,11080,5,5,0,11,3,0,0,1,0,0,0,0
37,2,20090,0,0,0,5,0,0,0,52,0,28,0,1
31,2,20091,5,5,1,7,1,0,0,1,0,0,0,0
35,2,14753,1,1,2,0,4,0,1,1,0,7,0,0
52,2,20092,13,13,1,6,1,0,0,1,0,0,5,1
34,2,20093,0,0,1,7,1,0,0,1,0,4,4,0
38,5,20094,3,3,6,11,0,0,1,1,0,0,0,0
22,5,4085,5,5,0,11,3,0,1,1,0,12,26,0
11,2,20095,0,0,0,5,3,0,0,1,0,16,0,0
2,6,20096,1,1,1,1,1,0,0,1,0,4,0,0
52,2,20097,10,10,1,1,1,0,0,1,0,0,0,1
22,1,3893,5,5,0,6,0,0,1,1,0,7,0,0
5,2,20098,5,5,6,9,4,1,1,1,0,17,0,0
5,2,5679,1,1,0,6,4,0,0,1,0,0,0,0
50,2,20099,1,1,1,6,1,0,0,1,0,0,0,0
15,2,20100,0,0,0,6,3,0,0,1,0,6,10,0
37,2,20101,5,5,0,0,4,0,1,1,0,8,0,0
39,2,20102,5,5,1,9,1,0,0,1,0,16,0,0
16,0,10239,5,5,2,0,0,0,1,1,0,0,0,0
26,3,20103,5,5,0,10,3,1,0,1,0,9,0,0
23,2,20104,1,1,1,6,1,4,0,1,0,0,5,0
29,2,20105,11,11,1,9,1,1,0,1,0,0,0,0
7,5,20106,8,8,1,11,1,0,0,1,0,0,0,0
3,2,20107,1,1,2,3,0,0,0,55,0,28,0,1
8,2,20108,1,1,0,4,3,1,1,1,0,9,0,0
32,3,4976,2,2,0,4,3,2,0,1,0,12,13,0
22,2,2019,1,1,0,4,3,0,1,1,0,6,0,0
12,2,20109,1,1,0,9,0,0,0,1,0,0,0,0
25,2,20110,12,12,1,7,1,1,0,1,0,0,0,0
34,2,20111,1,1,1,4,1,1,0,1,0,0,0,0
4,2,20112,1,1,1,9,1,0,0,1,0,4,0,0
37,1,20113,1,1,0,5,0,1,0,1,0,0,0,0
32,3,20114,5,5,0,5,3,0,1,1,0,19,0,0
62,1,3672,1,1,1,1,1,0,0,29,0,30,0,1
1,6,20115,3,3,1,5,1,0,0,1,0,0,0,1
16,2,5598,1,1,1,9,2,0,1,1,0,0,35,0
12,2,20116,0,0,2,5,4,0,1,1,0,6,0,0
16,2,9171,1,1,4,1,0,0,1,1,0,17,0,0
7,1,20117,1,1,1,5,1,0,0,8,0,16,0,1
1,2,20118,0,0,1,1,1,0,0,1,0,0,4,1
18,2,17757,5,5,2,1,0,0,1,1,0,0,0,1
22,5,5247,1,1,0,11,3,0,1,1,0,45,0,0
63,5,20119,1,1,6,11,0,0,1,1,0,31,0,0
34,2,486,1,1,2,0,3,0,1,1,0,3,0,0
50,2,20120,1,1,1,7,1,0,0,1,0,8,0,1
34,6,3236,10,10,1,3,1,0,0,7,0,8,0,1
13,2,11267,1,1,0,6,0,0,0,1,0,4,0,0
15,2,20121,0,0,0,0,3,0,0,1,0,0,0,0
24,2,20122,6,6,0,0,0,0,1,1,0,13,0,0
39,3,20123,0,0,1,3,1,0,0,1,0,0,0,0
6,3,5766,7,7,1,6,1,0,0,1,0,0,0,0
57,2,20124,12,12,2,3,4,0,1,1,0,0,0,0
20,4,20125,5,5,2,12,0,1,0,1,0,17,0,0
27,2,5491,1,1,0,7,4,0,1,1,0,0,5,0
9,2,20126,1,1,0,4,0,0,1,1,0,0,0,0
30,2,20127,3,3,2,1,4,0,1,1,0,0,0,0
11,2,20128,0,0,0,4,0,0,0,1,0,62,19,0
24,5,20129,5,5,0,11,3,0,0,1,0,0,0,0
18,2,11924,0,0,0,0,5,0,0,1,0,0,0,0
9,2,20055,1,1,3,2,5,2,0,1,0,0,4,0
24,2,13728,1,1,0,9,3,0,0,1,0,0,5,0
12,1,1747,1,1,1,6,1,0,0,1,0,4,0,0
15,2,6147,1,1,0,6,3,0,0,1,0,0,0,0
48,2,20130,11,11,2,14,0,1,1,1,0,12,0,0
51,0,16576,1,1,1,12,1,0,0,1,0,14,0,0
34,2,20131,5,5,2,7,3,0,0,34,0,16,0,0
42,2,20132,0,0,1,1,1,0,0,1,0,3,0,1
27,2,3544,1,1,1,6,1,0,0,1,0,0,0,0
15,2,3863,1,1,0,5,4,0,0,1,0,0,0,0
24,2,20133,5,5,0,0,0,0,1,1,0,0,0,0
8,2,220,1,1,0,4,0,0,0,1,0,0,0,0
10,2,2435,1,1,2,0,0,0,1,1,0,0,0,0
17,2,15832,1,1,0,4,0,0,0,1,0,12,0,0
21,5,20134,5,5,0,11,3,0,1,1,0,0,0,0
20,2,2680,4,4,2,6,0,0,1,1,0,0,0,1
33,2,6437,1,1,1,6,1,2,0,1,0,8,29,0
31,2,20135,1,1,1,6,1,1,0,1,0,0,0,0
3,2,20136,1,1,1,6,1,0,0,1,0,0,0,0
24,2,20137,1,1,0,9,4,1,1,1,0,0,0,0
1,5,20138,0,0,1,11,1,1,0,1,3,8,0,1
9,2,14594,1,1,2,1,0,0,1,1,0,0,0,1
